,car_title,car_price,car_description,car_location
962,Mazda 6,6 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 108 000 км, белый, литые диски, тонировка, ветровики, биксенон, хрустальная...",Нур-Султан (Астана)
963,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, литые диски, тонировка, дневные ходовые огни, противотуман...",Актобе
964,Mazda 6,7 000 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, КПП типтроник, 55 000 км, белый, металлик, литые диски, тонировка, ветровики, биксенон, л...",Рудный
965,Mazda 6,7 900 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 69 200 км, синий, металлик, литые диски, тонировка, линзованная оптика, кс...",Нур-Султан (Астана)
966,Mazda 6,4 900 000 ₸,"Срочно, торг
2015 г., седан, 2 л, бензин, КПП автомат, 103 000 км, вишня, металлик, литые диски, тонировка, омыватель фар, дневные...",Уральск
967,Mazda 6,5 500 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП типтроник, белый, Торг. Возможен обмен на технику",Павлодар
968,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, белый, багажник, литые диски, обвес, ветровики, тонировка, спойлер, хрусталь...",Алматы
969,Mazda 6,3 000 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 175 000 км, серый, металлик, В отличном состоянии, из Америки покупал сам,...",Нур-Султан (Астана)
970,Mazda 6,6 500 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, правый руль, КПП автомат, 120 000 км, красный, металлик, литые диски, панорамная крыша, т...",Нур-Султан (Астана)
971,Mazda 6,6 250 000 ₸,"На заказ
2014 г., седан, 2 л, бензин, КПП типтроник, белый, металлик, литые диски, ксенон, хрустальная оптика, линзованная опти...",Семей
972,Mazda 6,7 000 000 ₸,"2015 г., седан, 2 л, бензин, КПП типтроник, 33 000 км, красный, металлик, литые диски, противотуманки, омыватель фар,...",Шымкент
973,Mazda 6,15 050 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, люк, панорамная крыша, хрустальна...",Атырау
974,Mazda 6,14 700 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, люк, литые диски, ветровики, тонировка, обогрев зеркал, дневные ходовые ог...",Алматы
975,Mazda 6,11 780 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, голубой, металлик, литые диски, тонировка, хрустальная оптика, линзованная о...",Атырау
976,Mazda 6,6 700 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 140 000 км, белый, тонировка, люк, обвес, ксенон, биксенон, хрустальная оп...",Шымкент
977,Mazda 6,7 500 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 50 000 км, белый, литые диски, тонировка, ветровики, хрустальная оптика, дне...",Атырау
978,Mazda 6,3 425 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 127 000 км, белый, металлик, тонировка, хрустальная оптика, линзованная оп...",Атырау
979,Mazda 6,6 600 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП типтроник, 137 000 км, черный, металлик, люк, литые диски, тонировка, спойлер, линз...",Шымкент
980,Mazda 6,7 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 95 000 км, черный, металлик, литые диски, тонировка, ксенон, биксенон, хруст...",Нур-Султан (Астана)
981,Mazda 6,4 300 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 13 840 км, серый, металлик, Учёт Армения вложения нету",Петропавловск
982,Mazda 6,6 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 108 000 км, белый, литые диски, тонировка, ветровики, биксенон, хрустальная...",Нур-Султан (Астана)
983,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, литые диски, тонировка, дневные ходовые огни, противотуман...",Актобе
984,Mazda 6,7 000 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, КПП типтроник, 55 000 км, белый, металлик, литые диски, тонировка, ветровики, биксенон, л...",Рудный
985,Mazda 6,7 900 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 69 200 км, синий, металлик, литые диски, тонировка, линзованная оптика, кс...",Нур-Султан (Астана)
986,Mazda 6,4 900 000 ₸,"Срочно, торг
2015 г., седан, 2 л, бензин, КПП автомат, 103 000 км, вишня, металлик, литые диски, тонировка, омыватель фар, дневные...",Уральск
987,Mazda 6,5 500 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП типтроник, белый, Торг. Возможен обмен на технику",Павлодар
988,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, белый, багажник, литые диски, обвес, ветровики, тонировка, спойлер, хрусталь...",Алматы
989,Mazda 6,3 000 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 175 000 км, серый, металлик, В отличном состоянии, из Америки покупал сам,...",Нур-Султан (Астана)
990,Mazda 6,6 500 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, правый руль, КПП автомат, 120 000 км, красный, металлик, литые диски, панорамная крыша, т...",Нур-Султан (Астана)
991,Mazda 6,6 250 000 ₸,"На заказ
2014 г., седан, 2 л, бензин, КПП типтроник, белый, металлик, литые диски, ксенон, хрустальная оптика, линзованная опти...",Семей
992,Mazda 6,7 000 000 ₸,"2015 г., седан, 2 л, бензин, КПП типтроник, 33 000 км, красный, металлик, литые диски, противотуманки, омыватель фар,...",Шымкент
993,Mazda 6,15 050 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, люк, панорамная крыша, хрустальна...",Атырау
994,Mazda 6,14 700 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, люк, литые диски, ветровики, тонировка, обогрев зеркал, дневные ходовые ог...",Алматы
995,Mazda 6,11 780 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, голубой, металлик, литые диски, тонировка, хрустальная оптика, линзованная о...",Атырау
996,Mazda 6,6 700 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 140 000 км, белый, тонировка, люк, обвес, ксенон, биксенон, хрустальная оп...",Шымкент
997,Mazda 6,7 500 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 50 000 км, белый, литые диски, тонировка, ветровики, хрустальная оптика, дне...",Атырау
998,Mazda 6,3 425 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 127 000 км, белый, металлик, тонировка, хрустальная оптика, линзованная оп...",Атырау
999,Mazda 6,6 600 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП типтроник, 137 000 км, черный, металлик, люк, литые диски, тонировка, спойлер, линз...",Шымкент
1000,Mazda 6,7 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 95 000 км, черный, металлик, литые диски, тонировка, ксенон, биксенон, хруст...",Нур-Султан (Астана)
1001,Mazda 6,4 300 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 13 840 км, серый, металлик, Учёт Армения вложения нету",Петропавловск
1002,Mazda 6,6 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 108 000 км, белый, литые диски, тонировка, ветровики, биксенон, хрустальная...",Нур-Султан (Астана)
1003,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, литые диски, тонировка, дневные ходовые огни, противотуман...",Актобе
1004,Mazda 6,7 000 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, КПП типтроник, 55 000 км, белый, металлик, литые диски, тонировка, ветровики, биксенон, л...",Рудный
1005,Mazda 6,7 900 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 69 200 км, синий, металлик, литые диски, тонировка, линзованная оптика, кс...",Нур-Султан (Астана)
1006,Mazda 6,4 900 000 ₸,"Срочно, торг
2015 г., седан, 2 л, бензин, КПП автомат, 103 000 км, вишня, металлик, литые диски, тонировка, омыватель фар, дневные...",Уральск
1007,Mazda 6,5 500 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП типтроник, белый, Торг. Возможен обмен на технику",Павлодар
1008,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, белый, багажник, литые диски, обвес, ветровики, тонировка, спойлер, хрусталь...",Алматы
1009,Mazda 6,3 000 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 175 000 км, серый, металлик, В отличном состоянии, из Америки покупал сам,...",Нур-Султан (Астана)
1010,Mazda 6,6 500 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, правый руль, КПП автомат, 120 000 км, красный, металлик, литые диски, панорамная крыша, т...",Нур-Султан (Астана)
1011,Mazda 6,6 250 000 ₸,"На заказ
2014 г., седан, 2 л, бензин, КПП типтроник, белый, металлик, литые диски, ксенон, хрустальная оптика, линзованная опти...",Семей
1012,Mazda 6,7 000 000 ₸,"2015 г., седан, 2 л, бензин, КПП типтроник, 33 000 км, красный, металлик, литые диски, противотуманки, омыватель фар,...",Шымкент
1013,Mazda 6,15 050 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, люк, панорамная крыша, хрустальна...",Атырау
1014,Mazda 6,14 700 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, люк, литые диски, ветровики, тонировка, обогрев зеркал, дневные ходовые ог...",Алматы
1015,Mazda 6,11 780 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, голубой, металлик, литые диски, тонировка, хрустальная оптика, линзованная о...",Атырау
1016,Mazda 6,6 700 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 140 000 км, белый, тонировка, люк, обвес, ксенон, биксенон, хрустальная оп...",Шымкент
1017,Mazda 6,7 500 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 50 000 км, белый, литые диски, тонировка, ветровики, хрустальная оптика, дне...",Атырау
1018,Mazda 6,3 425 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 127 000 км, белый, металлик, тонировка, хрустальная оптика, линзованная оп...",Атырау
1019,Mazda 6,6 600 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП типтроник, 137 000 км, черный, металлик, люк, литые диски, тонировка, спойлер, линз...",Шымкент
1020,Mazda 6,7 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 95 000 км, черный, металлик, литые диски, тонировка, ксенон, биксенон, хруст...",Нур-Султан (Астана)
1021,Mazda 6,4 300 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 13 840 км, серый, металлик, Учёт Армения вложения нету",Петропавловск
1022,Mazda 6,6 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 108 000 км, белый, литые диски, тонировка, ветровики, биксенон, хрустальная...",Нур-Султан (Астана)
1023,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, литые диски, тонировка, дневные ходовые огни, противотуман...",Актобе
1024,Mazda 6,7 000 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, КПП типтроник, 55 000 км, белый, металлик, литые диски, тонировка, ветровики, биксенон, л...",Рудный
1025,Mazda 6,7 900 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 69 200 км, синий, металлик, литые диски, тонировка, линзованная оптика, кс...",Нур-Султан (Астана)
1026,Mazda 6,4 900 000 ₸,"Срочно, торг
2015 г., седан, 2 л, бензин, КПП автомат, 103 000 км, вишня, металлик, литые диски, тонировка, омыватель фар, дневные...",Уральск
1027,Mazda 6,5 500 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП типтроник, белый, Торг. Возможен обмен на технику",Павлодар
1028,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, белый, багажник, литые диски, обвес, ветровики, тонировка, спойлер, хрусталь...",Алматы
1029,Mazda 6,3 000 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 175 000 км, серый, металлик, В отличном состоянии, из Америки покупал сам,...",Нур-Султан (Астана)
1030,Mazda 6,6 500 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, правый руль, КПП автомат, 120 000 км, красный, металлик, литые диски, панорамная крыша, т...",Нур-Султан (Астана)
1031,Mazda 6,6 250 000 ₸,"На заказ
2014 г., седан, 2 л, бензин, КПП типтроник, белый, металлик, литые диски, ксенон, хрустальная оптика, линзованная опти...",Семей
1032,Mazda 6,7 000 000 ₸,"2015 г., седан, 2 л, бензин, КПП типтроник, 33 000 км, красный, металлик, литые диски, противотуманки, омыватель фар,...",Шымкент
1033,Mazda 6,15 050 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, люк, панорамная крыша, хрустальна...",Атырау
1034,Mazda 6,14 700 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, люк, литые диски, ветровики, тонировка, обогрев зеркал, дневные ходовые ог...",Алматы
1035,Mazda 6,11 780 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, голубой, металлик, литые диски, тонировка, хрустальная оптика, линзованная о...",Атырау
1036,Mazda 6,6 700 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 140 000 км, белый, тонировка, люк, обвес, ксенон, биксенон, хрустальная оп...",Шымкент
1037,Mazda 6,7 500 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 50 000 км, белый, литые диски, тонировка, ветровики, хрустальная оптика, дне...",Атырау
1038,Mazda 6,3 425 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 127 000 км, белый, металлик, тонировка, хрустальная оптика, линзованная оп...",Атырау
1039,Mazda 6,6 600 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП типтроник, 137 000 км, черный, металлик, люк, литые диски, тонировка, спойлер, линз...",Шымкент
1040,Mazda 6,7 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 95 000 км, черный, металлик, литые диски, тонировка, ксенон, биксенон, хруст...",Нур-Султан (Астана)
1041,Mazda 6,4 300 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 13 840 км, серый, металлик, Учёт Армения вложения нету",Петропавловск
1042,Mazda 6,6 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 108 000 км, белый, литые диски, тонировка, ветровики, биксенон, хрустальная...",Нур-Султан (Астана)
1043,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, литые диски, тонировка, дневные ходовые огни, противотуман...",Актобе
1044,Mazda 6,7 000 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, КПП типтроник, 55 000 км, белый, металлик, литые диски, тонировка, ветровики, биксенон, л...",Рудный
1045,Mazda 6,7 900 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 69 200 км, синий, металлик, литые диски, тонировка, линзованная оптика, кс...",Нур-Султан (Астана)
1046,Mazda 6,4 900 000 ₸,"Срочно, торг
2015 г., седан, 2 л, бензин, КПП автомат, 103 000 км, вишня, металлик, литые диски, тонировка, омыватель фар, дневные...",Уральск
1047,Mazda 6,5 500 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП типтроник, белый, Торг. Возможен обмен на технику",Павлодар
1048,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, белый, багажник, литые диски, обвес, ветровики, тонировка, спойлер, хрусталь...",Алматы
1049,Mazda 6,3 000 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 175 000 км, серый, металлик, В отличном состоянии, из Америки покупал сам,...",Нур-Султан (Астана)
1050,Mazda 6,6 500 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, правый руль, КПП автомат, 120 000 км, красный, металлик, литые диски, панорамная крыша, т...",Нур-Султан (Астана)
1051,Mazda 6,6 250 000 ₸,"На заказ
2014 г., седан, 2 л, бензин, КПП типтроник, белый, металлик, литые диски, ксенон, хрустальная оптика, линзованная опти...",Семей
1052,Mazda 6,7 000 000 ₸,"2015 г., седан, 2 л, бензин, КПП типтроник, 33 000 км, красный, металлик, литые диски, противотуманки, омыватель фар,...",Шымкент
1053,Mazda 6,15 050 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, люк, панорамная крыша, хрустальна...",Атырау
1054,Mazda 6,14 700 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, люк, литые диски, ветровики, тонировка, обогрев зеркал, дневные ходовые ог...",Алматы
1055,Mazda 6,11 780 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, голубой, металлик, литые диски, тонировка, хрустальная оптика, линзованная о...",Атырау
1056,Mazda 6,6 700 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 140 000 км, белый, тонировка, люк, обвес, ксенон, биксенон, хрустальная оп...",Шымкент
1057,Mazda 6,7 500 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 50 000 км, белый, литые диски, тонировка, ветровики, хрустальная оптика, дне...",Атырау
1058,Mazda 6,3 425 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 127 000 км, белый, металлик, тонировка, хрустальная оптика, линзованная оп...",Атырау
1059,Mazda 6,6 600 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП типтроник, 137 000 км, черный, металлик, люк, литые диски, тонировка, спойлер, линз...",Шымкент
1060,Mazda 6,7 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 95 000 км, черный, металлик, литые диски, тонировка, ксенон, биксенон, хруст...",Нур-Султан (Астана)
1061,Mazda 6,4 300 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 13 840 км, серый, металлик, Учёт Армения вложения нету",Петропавловск
1062,Mazda 6,6 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 108 000 км, белый, литые диски, тонировка, ветровики, биксенон, хрустальная...",Нур-Султан (Астана)
1063,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, литые диски, тонировка, дневные ходовые огни, противотуман...",Актобе
1064,Mazda 6,7 000 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, КПП типтроник, 55 000 км, белый, металлик, литые диски, тонировка, ветровики, биксенон, л...",Рудный
1065,Mazda 6,7 900 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 69 200 км, синий, металлик, литые диски, тонировка, линзованная оптика, кс...",Нур-Султан (Астана)
1066,Mazda 6,4 900 000 ₸,"Срочно, торг
2015 г., седан, 2 л, бензин, КПП автомат, 103 000 км, вишня, металлик, литые диски, тонировка, омыватель фар, дневные...",Уральск
1067,Mazda 6,5 500 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП типтроник, белый, Торг. Возможен обмен на технику",Павлодар
1068,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, белый, багажник, литые диски, обвес, ветровики, тонировка, спойлер, хрусталь...",Алматы
1069,Mazda 6,3 000 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 175 000 км, серый, металлик, В отличном состоянии, из Америки покупал сам,...",Нур-Султан (Астана)
1070,Mazda 6,6 500 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, правый руль, КПП автомат, 120 000 км, красный, металлик, литые диски, панорамная крыша, т...",Нур-Султан (Астана)
1071,Mazda 6,6 250 000 ₸,"На заказ
2014 г., седан, 2 л, бензин, КПП типтроник, белый, металлик, литые диски, ксенон, хрустальная оптика, линзованная опти...",Семей
1072,Mazda 6,7 000 000 ₸,"2015 г., седан, 2 л, бензин, КПП типтроник, 33 000 км, красный, металлик, литые диски, противотуманки, омыватель фар,...",Шымкент
1073,Mazda 6,15 050 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, люк, панорамная крыша, хрустальна...",Атырау
1074,Mazda 6,14 700 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, люк, литые диски, ветровики, тонировка, обогрев зеркал, дневные ходовые ог...",Алматы
1075,Mazda 6,11 780 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, голубой, металлик, литые диски, тонировка, хрустальная оптика, линзованная о...",Атырау
1076,Mazda 6,6 700 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 140 000 км, белый, тонировка, люк, обвес, ксенон, биксенон, хрустальная оп...",Шымкент
1077,Mazda 6,7 500 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 50 000 км, белый, литые диски, тонировка, ветровики, хрустальная оптика, дне...",Атырау
1078,Mazda 6,3 425 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 127 000 км, белый, металлик, тонировка, хрустальная оптика, линзованная оп...",Атырау
1079,Mazda 6,6 600 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП типтроник, 137 000 км, черный, металлик, люк, литые диски, тонировка, спойлер, линз...",Шымкент
1080,Mazda 6,7 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 95 000 км, черный, металлик, литые диски, тонировка, ксенон, биксенон, хруст...",Нур-Султан (Астана)
1081,Mazda 6,4 300 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 13 840 км, серый, металлик, Учёт Армения вложения нету",Петропавловск
1082,Mazda 6,6 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 108 000 км, белый, литые диски, тонировка, ветровики, биксенон, хрустальная...",Нур-Султан (Астана)
1083,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, литые диски, тонировка, дневные ходовые огни, противотуман...",Актобе
1084,Mazda 6,7 000 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, КПП типтроник, 55 000 км, белый, металлик, литые диски, тонировка, ветровики, биксенон, л...",Рудный
1085,Mazda 6,7 900 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 69 200 км, синий, металлик, литые диски, тонировка, линзованная оптика, кс...",Нур-Султан (Астана)
1086,Mazda 6,4 900 000 ₸,"Срочно, торг
2015 г., седан, 2 л, бензин, КПП автомат, 103 000 км, вишня, металлик, литые диски, тонировка, омыватель фар, дневные...",Уральск
1087,Mazda 6,5 500 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП типтроник, белый, Торг. Возможен обмен на технику",Павлодар
1088,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, белый, багажник, литые диски, обвес, ветровики, тонировка, спойлер, хрусталь...",Алматы
1089,Mazda 6,3 000 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 175 000 км, серый, металлик, В отличном состоянии, из Америки покупал сам,...",Нур-Султан (Астана)
1090,Mazda 6,6 500 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, правый руль, КПП автомат, 120 000 км, красный, металлик, литые диски, панорамная крыша, т...",Нур-Султан (Астана)
1091,Mazda 6,6 250 000 ₸,"На заказ
2014 г., седан, 2 л, бензин, КПП типтроник, белый, металлик, литые диски, ксенон, хрустальная оптика, линзованная опти...",Семей
1092,Mazda 6,7 000 000 ₸,"2015 г., седан, 2 л, бензин, КПП типтроник, 33 000 км, красный, металлик, литые диски, противотуманки, омыватель фар,...",Шымкент
1093,Mazda 6,15 050 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, люк, панорамная крыша, хрустальна...",Атырау
1094,Mazda 6,14 700 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, люк, литые диски, ветровики, тонировка, обогрев зеркал, дневные ходовые ог...",Алматы
1095,Mazda 6,11 780 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, голубой, металлик, литые диски, тонировка, хрустальная оптика, линзованная о...",Атырау
1096,Mazda 6,6 700 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 140 000 км, белый, тонировка, люк, обвес, ксенон, биксенон, хрустальная оп...",Шымкент
1097,Mazda 6,7 500 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 50 000 км, белый, литые диски, тонировка, ветровики, хрустальная оптика, дне...",Атырау
1098,Mazda 6,3 425 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 127 000 км, белый, металлик, тонировка, хрустальная оптика, линзованная оп...",Атырау
1099,Mazda 6,6 600 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП типтроник, 137 000 км, черный, металлик, люк, литые диски, тонировка, спойлер, линз...",Шымкент
1100,Mazda 6,7 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 95 000 км, черный, металлик, литые диски, тонировка, ксенон, биксенон, хруст...",Нур-Султан (Астана)
1101,Mazda 6,4 300 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 13 840 км, серый, металлик, Учёт Армения вложения нету",Петропавловск
1102,Mazda 6,6 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 108 000 км, белый, литые диски, тонировка, ветровики, биксенон, хрустальная...",Нур-Султан (Астана)
1103,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, литые диски, тонировка, дневные ходовые огни, противотуман...",Актобе
1104,Mazda 6,7 000 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, КПП типтроник, 55 000 км, белый, металлик, литые диски, тонировка, ветровики, биксенон, л...",Рудный
1105,Mazda 6,7 900 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 69 200 км, синий, металлик, литые диски, тонировка, линзованная оптика, кс...",Нур-Султан (Астана)
1106,Mazda 6,4 900 000 ₸,"Срочно, торг
2015 г., седан, 2 л, бензин, КПП автомат, 103 000 км, вишня, металлик, литые диски, тонировка, омыватель фар, дневные...",Уральск
1107,Mazda 6,5 500 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП типтроник, белый, Торг. Возможен обмен на технику",Павлодар
1108,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, белый, багажник, литые диски, обвес, ветровики, тонировка, спойлер, хрусталь...",Алматы
1109,Mazda 6,3 000 000 ₸,"2012 г., седан, 2.5 л, бензин, КПП автомат, 175 000 км, серый, металлик, В отличном состоянии, из Америки покупал сам,...",Нур-Султан (Астана)
1110,Mazda 6,6 500 000 ₸,"Срочно, торг
2014 г., седан, 2 л, бензин, правый руль, КПП автомат, 120 000 км, красный, металлик, литые диски, панорамная крыша, т...",Нур-Султан (Астана)
1111,Mazda 6,6 250 000 ₸,"На заказ
2014 г., седан, 2 л, бензин, КПП типтроник, белый, металлик, литые диски, ксенон, хрустальная оптика, линзованная опти...",Семей
1112,Mazda 6,7 000 000 ₸,"2015 г., седан, 2 л, бензин, КПП типтроник, 33 000 км, красный, металлик, литые диски, противотуманки, омыватель фар,...",Шымкент
1113,Mazda 6,15 050 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, люк, панорамная крыша, хрустальна...",Атырау
1114,Mazda 6,14 700 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, люк, литые диски, ветровики, тонировка, обогрев зеркал, дневные ходовые ог...",Алматы
1115,Mazda 6,11 780 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, голубой, металлик, литые диски, тонировка, хрустальная оптика, линзованная о...",Атырау
1116,Mazda 6,6 700 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 140 000 км, белый, тонировка, люк, обвес, ксенон, биксенон, хрустальная оп...",Шымкент
